13901.246625 	0.113903 
13901.466150 	0.113737 
13901.888334 	0.113450 
13902.293655 	0.113141 
13902.682110 	0.112554 
13903.070586 	0.112355 
13903.442193 	0.111965 
13903.830713 	0.111546 
13904.219254 	0.111059 
13904.607818 	0.110763 
13904.810555 	0.110499 
13905.013299 	0.110235 
13905.435700 	0.109433 
13905.858128 	0.108881 
13906.263682 	0.108143 
13906.635462 	0.107096 
13907.007261 	0.106420 
13907.379081 	0.105437 
13907.750920 	0.104387 
13908.105877 	0.103537 
13908.460852 	0.102296 
13908.815845 	0.101189 
13909.170857 	0.099833 
13909.542793 	0.098936 
13909.897842 	0.097522 
13910.269818 	0.095855 
13910.607995 	0.094751 
13910.946189 	0.093227 
13911.267489 	0.092169 
13911.571892 	0.090587 
13911.876308 	0.089148 
13912.290674 	0.087432 
13912.738894 	0.085549 
13913.060277 	0.084141 
13913.364759 	0.083049 
13913.669255 	0.081684 
13914.007599 	0.080624 
13914.329042 	0.079870 
13914.667418 	0.078456 
13915.141173 	0.077396 
13915.598040 	0.076191 
13915.936479 	0.075606 
13916.291858 	0.074772 
13916.664179 	0.074113 
13917.036521 	0.073322 
13917.425808 	0.073068 
13917.637387 	0.072698 
13917.848972 	0.072328 
13918.289090 	0.071748 
13918.712306 	0.071234 
13919.118619 	0.071099 
13919.508024 	0.070384 
13919.880519 	0.070089 
13920.083707 	0.069814 
13920.286901 	0.069540 
13920.676372 	0.069067 
13921.048931 	0.068825 
13921.438445 	0.068633 
13921.844918 	0.068495 
13922.268354 	0.067648 
13922.691815 	0.067884 
13923.098362 	0.067448 
13923.293174 	0.067234 
13923.487992 	0.067020 
13923.877645 	0.066944 
13924.250376 	0.066720 
13924.623128 	0.066494 
13924.978955 	0.066330 
13925.317855 	0.066007 
13925.673719 	0.065877 
13926.046547 	0.065855 
13926.419396 	0.065602 
13926.775316 	0.065762 
13927.148205 	0.065482 
13927.487211 	0.065713 
13927.826235 	0.065624 
13928.148323 	0.065638 
13928.614529 	0.065724 
13929.046858 	0.065684 
13929.335092 	0.065721 
13929.640294 	0.065942 
13929.945510 	0.065964 
13930.403359 	0.066046 
13930.895157 	0.066301 
13931.217388 	0.066480 
13931.539634 	0.066748 
13931.861895 	0.066877 
13932.184172 	0.066936 
13932.489500 	0.067574 
13932.828770 	0.067570 
13933.168056 	0.067762 
13933.524325 	0.067905 
13933.897578 	0.068358 
13934.287820 	0.068417 
13934.712020 	0.068737 
13935.153216 	0.068958 
13935.560499 	0.069032 
13935.772635 	0.069244 
13935.984777 	0.069456 
13936.759860 	0.070069 
13938.300101 	0.070962 
13940.317306 	0.072014 
13942.168628 	0.072942 
13944.135990 	0.073786 
13946.050657 	0.074529 
13947.903517 	0.075110 
13949.861744 	0.075861 
13951.760989 	0.076460 
13953.600070 	0.077157 
13955.557076 	0.077535 
13957.579332 	0.077914 
13959.425071 	0.078062 
13961.230422 	0.077840 
13963.137016 	0.076907 
13965.172610 	0.075336 
13966.969803 	0.073613 
13968.906726 	0.071837 
13970.939715 	0.069895 
13972.724190 	0.068113 
13974.550085 	0.066246 
13976.403776 	0.064357 
13978.376926 	0.062289 
13980.278331 	0.060285 
13982.157477 	0.058501 
13984.131130 	0.056751 
13986.058334 	0.055385 
13987.888607 	0.054250 
13989.858763 	0.053165 
13991.867121 	0.052016 
13993.708343 	0.050955 
13995.676732 	0.049967 
13997.551501 	0.048756 
13999.452469 	0.047605 
14001.266582 	0.046679 
14003.226838 	0.045752 
14005.252789 	0.045033 
14007.241608 	0.044274 
14009.241290 	0.043584 
14011.076839 	0.042831 
14013.201684 	0.042104 
14015.530924 	0.041272 
14018.160266 	0.040376 
14020.890112 	0.039833 
14023.489463 	0.039338 
14026.296530 	0.038776 
14028.876201 	0.038381 
14031.538225 	0.038035 
14034.224085 	0.037617 
14036.677549 	0.037459 
14039.337369 	0.037214 
14042.141001 	0.036980 
14044.837394 	0.036574 
14047.521898 	0.035978 
14050.036135 	0.035270 
14052.685044 	0.034348 
14055.438564 	0.033547 
14058.046348 	0.032555 
14060.683910 	0.031559 
14063.286459 	0.030289 
